"open","high","low","close","volume","will5","next1"
574.73,582.01,570.47,574.69,898.12,-42.04671858,579.21
574.69,581.7,573.42,579.21,717.82,-15.78354002,573.36
579.21,579.21,569.42,573.36,454.42,-48.75986471,571.1
573.36,575,568.24,571.1,1002.1,-72.97658863,577
571.1,577,565.56,577,1091.61,-30.45592705,599.97
577,605.33,572.13,599.97,1286.89,-13.4774956,608.91
599.97,616.68,598.3,608.91,963.41,-15.19953052,610.02
608.91,612.3,602,610.02,730.44,-13.02816901,613.35
610.02,614,605,613.35,481.48,-6.514084507,615.71
613.35,617.38,606.35,615.71,973.59,-3.690607735,629.6
615.71,635.62,615,629.6,990.93,-16.13076099,625.26
629.6,631.12,621.25,625.26,603.62,-30.81499108,625.26
625.26,629.24,622.77,625.26,434.38,-33.83409536,611.33
625.26,634.77,595.16,611.33,806.13,-60.03460208,611.1
611.33,613.54,607.15,611.1,504.68,-60.60306476,615.16
611.1,617,607.76,615.16,735.51,-49.50770008,612.24
615.16,616.85,610.75,612.24,651.11,-56.87957586,612.92
612.24,615.8,609.05,612.92,522.92,-55.16283767,610
612.92,613,606.67,610,455.79,-67.76379477,606.59
610,610.08,604.58,606.59,330.61,-83.81642512,612.02
606.59,614.51,606.59,612.02,323.12,-39.36430318,610.99
612.02,614.59,605.06,610.99,586.68,-42.86987522,610.01
610.99,612,605.56,610.01,777.46,-45.75424575,599
610.01,610.98,592,599,1117.73,-69.01283754,598.35
599,600.76,595.37,598.35,483.58,-71.89021691,604.17
598.35,604.56,595.05,604.17,519.05,-46.12660469,604
604.17,607.63,601.5,604,310,-40,601.03
604,604,598,601.03,453.02,-52.42360379,608.04
601.03,608.57,599,608.04,764.48,-3.920118343,606.52
608.04,609.11,600.69,606.52,721.26,-18.42105263,604.99
606.52,607.59,601.85,604.99,415.79,-37.08370837,605.5
604.99,609.3,604.25,605.5,496.8,-33.62831858,611.28
605.5,612.5,604.03,611.28,535.28,-9.037037037,614.27
611.28,617.3,610.4,614.27,450.35,-18.24202288,610
614.27,615.98,607.15,610,323.24,-47.24919094,612.25
610,613.66,609.02,612.25,592.68,-38.05576488,612
612.25,613.6,608,612,435.17,-39.93971364,612.51
612,616.09,608.94,612.51,828.39,-47.19211823,614.91
612.51,615.97,611.26,614.91,385.16,-13.19910515,617.98
614.91,623,611.34,617.98,1667.51,-33.46666667,620.79
617.98,623.1,616.15,620.79,528.82,-15.29801325,616.52
620.79,620.79,615.01,616.52,362.01,-46.46892655,618.12
616.52,619.9,614.83,618.12,724.84,-42.06081081,644.23
618.12,645.42,616.32,644.23,1468.11,-3.491784038,637.46
644.23,645,633.28,637.46,767.33,-26.02157568,630.15
637.46,639.98,630.15,630.15,763.62,-49.91827395,640.61
630.15,643,630.15,640.61,939.07,-15.72409284,640.75
640.61,647,636.4,640.75,539.61,-20.37157757,643.25
640.75,645.06,638.75,643.25,183.94,-22.25519288,640
643.25,643.55,637.8,640,618.75,-41.54302671,636.97
640,641.1,634.1,636.97,606.01,-59.52522255,631.5
636.97,639.64,623.73,631.5,1047.9,-66.60936829,632.84
631.5,633.42,627.01,632.84,453.28,-57.29020159,633.4
632.84,638,630.02,633.4,717.39,-51.21089808,663.73
633.4,669.86,627,663.73,1495.79,-13.28853241,653.93
663.73,669,652.79,653.93,770.33,-34.53284197,652.63
653.93,657.88,645.81,652.63,1384.76,-40.20065329,651.99
652.63,664,651.99,651.99,1611.78,-41.69388707,675.13
651.99,679,651.99,675.13,1619.77,-7.442307692,681.97
675.13,687.84,674.63,681.97,1501.28,-13.96621461,690
681.97,691.78,681.97,690,1231.3,-3.872090494,717.87
690,722.01,687.93,717.87,1651.6,-5.912596401,698.7
717.87,717.88,688,698.7,1734.56,-33.29048843,700.8
698.7,708.9,685.7,700.8,996.14,-44.76572393,733.75
700.8,739.49,697.91,733.75,2354.66,-9.979137691,737.5
733.75,739,722.89,737.5,1847.17,-3.699572411,691.13
737.5,750.5,673.41,691.13,4099.75,-77.01387988,707.41
691.13,710,682.31,707.41,2007.08,-55.89570632,706.48
707.41,714.47,698.48,706.48,663.19,-57.10208847,715.5
706.48,721.46,702.88,715.5,625.78,-45.40147879,708.86
715.5,715.5,700.16,708.86,900.21,-54.01478791,712.71
708.86,718.3,704.14,712.71,987.5,-22.34993614,722.4
712.71,745.49,708.68,722.4,2750.68,-49.1172091,713.5
722.4,724.7,706,713.5,1219.55,-70.57136554,715.25
713.5,718.99,712,715.25,746.9,-66.71078756,704.46
715.25,719.1,701.35,704.46,713.45,-92.95423652,702.78
704.46,706.79,685.33,702.78,1087.75,-70.99401596,705.82
702.78,709,697.79,705.82,785.16,-47.95529591,711.3
705.82,717,704.83,711.3,818.88,-23.09742375,742.75
711.3,744.8,709,742.75,2462.28,-3.447116193,739
742.75,760.81,733.3,739,3435.49,-28.89507154,750.55
739,754,733.01,750.55,1742.41,-16.28054586,752
750.55,763.11,735,752,1445.44,-19.06314345,730.98
752,757,713,730.98,1420.69,-59.37904269,737.69
730.98,741,728.33,737.69,550.29,-50.72839753,748.01
737.69,752.61,733.83,748.01,1803.67,-30.13370585,740.34
748.01,750,731.06,740.34,1287.25,-45.44003193,738.61
740.34,745.11,730,738.61,867.25,-41.79545455,740.92
738.61,743,730.35,740.92,979.35,-48.14662273,734.78
740.92,743.3,726,734.78,684.93,-67.00488538,728.3
734.78,739,727.2,728.3,616.82,-90.41666667,735.78
728.3,736.07,728,735.78,837.69,-48.82260597,732.2
735.78,735.78,728.5,732.2,1064.68,-64.16184971,742.72
732.2,743.56,731.02,742.72,1163.42,-4.783599089,754
742.72,754.5,740.89,754,1290.26,-1.831501832,773.87
754,781.98,752.42,773.87,2429.07,-15.02408299,765.28
773.87,774.58,757.12,765.28,712.88,-31.22662678,769.6
765.28,772.57,762.43,769.6,542.78,-24.29356358,754.47
769.6,771.6,745.93,754.47,1667.32,-66.95059625,757.86
754.47,760.03,748.09,757.86,1232.12,-66.90707351,767.12
757.86,770,753.78,767.12,816.03,-26.03839442,770.71
767.12,779.5,762,770.71,765.67,-26.18409294,772.42
770.71,775,767,772.42,849.54,-21.09025916,775
772.42,778.56,771.24,775,693.55,-14.32664756,768.05
775,775.42,762.02,768.05,618.55,-44.51788491,778.37
768.05,783.26,768.05,778.37,1025,-23.00094073,780.5
778.37,789,770,780.5,1074.56,-31.50481838,777.52
780.5,783.09,774,777.52,908.92,-42.55003706,778.1
777.52,781.5,776.53,778.1,736.26,-40.40029652,785.33
778.1,785.75,776,785.33,1094.3,-17.51789976,792.47
785.33,795,785.33,792.47,610.61,-10.12,792.69
792.47,794.44,786.5,792.69,339.1,-11,791.18
792.69,794.44,789.19,791.18,680.79,-20.10526316,803.42
791.18,806.1,790,803.42,1163.66,-8.903654485,827.86
803.42,830,796.47,827.86,1872.1,-4.790687262,860.1
827.86,877.99,826.02,860.1,2597.1,-19.55404962,920
860.1,922.93,859.01,920,4040.55,-2.190818005,894.93
920,923.87,884.33,894.93,1641.66,-21.6179876,899.98
894.93,900.34,853.37,899.98,1661.59,-18.75196232,904.88
899.98,917.53,888.96,904.88,1835.09,-19.407256,929.16
904.88,939,900,929.16,1760.31,-11.49129978,978.74
929.16,979.99,929.03,978.74,3197.6,-0.987205813,977.01
978.74,982,950,977.01,2612.43,-3.879343854,960.7
977.01,977.01,920.02,960.7,2202.46,-22.89337919,968.21
960.7,971.73,940.01,968.21,791.88,-16.81707317,998.07
968.21,1010,961.37,998.07,1457.01,-13.25850189,1020
998.07,1034.93,996.07,1020,2297.35,-12.99277696,1037.99
1020,1039.84,1010,1037.99,1655.8,-1.543982641,1139.52
1037.99,1150,997.23,1139.52,5422.72,-4.990713844,996.4
1139.52,1156.9,879.01,996.4,8491.62,-57.75666631,896.37
996.4,1059.2,868.38,896.37,5800.95,-90.29876612,899.43
896.37,909,815.01,899.43,4967.69,-75.30784755,911.5
899.43,940,890,911.5,2054.51,-71.77747229,909.99
911.5,917.74,878,909.99,1317.51,-72.21913481,911
909.99,916.69,898.1,911,1201.29,-60.69044596,793.99
911,924.59,765.43,793.99,9743.46,-83.63980065,816.02
793.99,838,756,816.02,4110.61,-67.38043478,835.01
816.02,839,776.81,835.01,3153.2,-53.13482413,821.15
835.01,846.95,811,821.15,1652,-61.35595231,824.53
821.15,833,811.93,824.53,1197.24,-59.35108844,832.91
824.53,840.6,822.15,832.91,1329.08,-15.43705333,909.17
832.91,920,830,909.17,4530.69,-7.563377331,883.69
909.17,917,852.11,883.69,3303.69,-33.31192661,900.9
883.69,909,880.02,900.9,2401.27,-17.67372999,896.21
900.9,907.1,885,896.21,1719,-24.31272356,924.93
896.21,928.08,896.08,924.93,2079.01,-3.211663948,919.68
924.93,939.91,888,919.68,1982.22,-23.04100228,924.99
919.68,929.92,912.62,924.99,1161.72,-24.91233929,890.9
924.99,930,886,890.9,3402.04,-89.25514478,895
890.9,903.33,882.58,895,1392.55,-78.33594976,916.53
895,921.78,894.99,916.53,1065.83,-40.78144078,921.45
916.53,925,910,921.45,1551.87,-18.03036693,920.25
921.45,923.63,917.01,920.25,724.99,-20.56094475,918.11
920.25,923.76,915.7,918.11,601.2,-16.24233852,922.73
918.11,925,915,922.73,1230.51,-7.564145285,973.84
922.73,974.97,919,973.84,3314.31,-1.739264276,985.11
973.84,989,964.99,985.11,2361.7,-5.256756757,1007
985.11,1013.99,975.98,1007,2555.86,-7.061319325,1015
1007,1037.52,981.76,1015,3204.23,-18.38067254,1035
1015,1046.5,1001.8,1035,1851.51,-9.019607843,1017.84
1035,1036,1005.4,1017.84,1161.56,-35.1613299,1027.02
1017.84,1029.91,1013.75,1027.02,796.6,-27.62336926,1053.16
1027.02,1055,1023.82,1053.16,1965.14,-2.512288367,1060.6
1053.16,1069.91,1025.4,1060.6,2884.59,-13.66906475,983.86
1060.6,1079.91,940.01,983.86,6699.92,-68.65618299,1002.99
983.86,1010,948.21,1002.99,2840.15,-54.98213009,1010.2
1002.99,1018.49,993,1010.2,1292.05,-49.82844889,1001.1
1010.2,1013.7,999,1001.1,826.21,-56.33309507,998.8
1001.1,1010,982.01,998.8,1294.66,-57.97712652,1014.97
998.8,1025,992.09,1014.97,1855.4,-13.06159656,1015.75
1014.97,1020,1001.3,1015.75,1211.24,-21.51663177,1039.87
1015.75,1047.43,1015.75,1039.87,1918.3,-11.55609905,1052.07
1039.87,1063.92,1036,1052.07,2165.2,-14.46709803,1058.91
1052.07,1069.79,1051,1058.91,1467.39,-14.002574,1055.61
1058.91,1063,1042.95,1055.61,520.15,-20.70375237,1088.68
1055.61,1093.33,1045.47,1088.68,1440.67,-5.993812838,1128.46
1088.68,1132.74,1080,1128.46,2575.04,-4.424229895,1125.67
1128.46,1140,1102.56,1125.67,2192.87,-14.76558475,1182
1125.67,1193.43,1122.09,1182,3010.37,-7.59569378,1185
1182,1214.97,1056.66,1185,4998.65,-17.68141593,1146.83
1185,1185,1120.4,1146.83,2223.09,-43.04213252,1167
1146.83,1184.44,1130,1167,1722.75,-30.30130756,1190.21
1167,1196.99,1161.98,1190.21,1837.69,-15.64019961,1180
1190.21,1208.5,1175.81,1180,2027.03,-22.08957109,1225
1180,1230,1177.18,1225,2248.94,-4.562043796,1254
1225,1282.39,1212.42,1254,2886.48,-18.62983135,1277
1254,1288,1235.28,1277,2729.15,-8.728773211,1261.27
1277,1280.23,1232.5,1261.27,1414.87,-23.82565291,1267.98
1261.27,1277.72,1237.78,1267.98,1199.65,-18.06533117,1275
1267.98,1279.91,1257.38,1275,1003.89,-17.20031754,1224.92
1275,1279.9,1158.45,1224.92,4081.78,-48.69162486,1143.39
1224.92,1238.11,1131.34,1143.39,3161.96,-91.90677682,1187.19
1143.39,1205.4,1105,1187.19,2289.18,-53.01011949,1111
1187.19,1310.98,968,1111,8293.93,-58.3066068,1174.97
1111,1191.09,1105,1174.97,3740.32,-39.65537349,1224.37
1174.97,1231.94,1138,1224.37,1955,-25.25220129,1230
1224.37,1241.06,1180,1230,4085.31,-23.61070616,1243.99
1230,1259.72,1218,1243.99,2522.93,-19.53175112,1252.92
1243.99,1259,1238.5,1252.92,2407.06,-4.395036194,1165.1
1252.92,1255.92,1025,1165.1,6820.64,-40.31186094,1021.16
1165.1,1165.1,983.9,1021.16,8377.84,-86.49118991,954.99
1021.16,1080,923.6,954.99,6805.58,-90.66107343,1017.94
954.99,1040,943.9,1017.94,4297.88,-71.87239117,1030
1017.94,1040,902,1030,3223.25,-63.83363472,1110.37
1030,1115,1030,1110.37,3491.84,-20.80197643,1032.01
1110.37,1113,975.63,1032.01,3833.96,-38.96244131,1024.03
1032.01,1052.63,1006.4,1024.03,2442.73,-42.70892019,921.3
1024.03,1033,911.23,921.3,4796.6,-90.93896714,951.08
921.3,960,881.89,951.08,4831.51,-70.31873365,961.88
951.08,994.57,923.01,961.88,2850.31,-65.38877591,1039.85
961.88,1044.44,948.32,1039.85,3333.18,-7.485065011,1043.28
1039.85,1067.8,1016.13,1043.28,4577.26,-13.18917756,1043.43
1043.28,1060.06,1006.9,1043.43,3859.62,-13.10849336,1040
1043.43,1057.51,1022.79,1040,3219.29,-19.20022101,1079.78
1040,1088.96,1040,1079.78,3655.38,-6.527303754,1091.73
1079.78,1108.22,1070,1091.73,2543.25,-16.27516779,1107.46
