"open","high","low","close","volume","will5","ema12","ema26","next1"
320.42,330,317.57,329.69,180.61,-2.215868477,326.1343684,323.7788362,356.2
329.69,370,329.69,356.2,133.6,-25.56028894,330.7598501,326.1804039,360.59
356.2,364,350.53,360.59,86.19,-17.42915355,335.349104,328.7292629,356.5
360.59,360.59,350.28,356.5,54.91,-25.00463049,338.603088,330.7863545,370.39
356.5,373.77,353.03,370.39,87.7,-6.014234875,343.4933821,333.7199579,378.5
370.39,380.68,370.39,378.5,79.73,-4.275348107,348.8790157,337.036998,361.58
378.5,378.5,355,361.58,442.02,-62.82894737,350.8330132,338.8549982,362.02
361.58,362.41,349.2,362.02,220.97,-59.27573062,352.5540881,340.5709242,361.3
362.02,370,356.99,361.3,1152,-61.56289708,353.899613,342.1064113,364.93
361.3,365.08,357.48,364.93,50.81,-50.0317662,355.5965956,343.7970475,389.64
364.93,390.58,363.93,389.64,205.27,-2.271628806,360.8340425,347.1928218,392.39
389.64,404.21,386.01,392.39,167.32,-21.48700236,365.6888052,350.5407609,395.3
392.39,398,384.07,395.3,244.4,-18.86912325,370.2443736,353.8562601,400
395.3,400,388.52,400,230.13,-9.009201798,374.8221623,357.2743149,416.33
400,420,400,416.33,295.14,-6.545389691,381.2079835,361.6488101,417.3
416.33,420,410.01,417.3,231.12,-7.514611745,386.7606014,365.7711205,443.12
417.3,445,416,443.12,462.82,-3.08550796,395.4312781,371.5006671,431
443.12,464,407.14,431,239.52,-43.72019078,400.9033892,375.9080251,432
431,438,418.37,432,39.9,-50,405.6874831,380.0629862,440.19
432,445,426.21,440.19,300.24,-41.87478016,410.9955627,384.5168391,460.49
440.19,464,430.01,460.49,187.03,-6.17305663,418.6100915,390.1444806,453.65
460.49,464.98,441,453.65,185.26,-19.58852006,424.0008466,394.8485932,451.03
453.65,459.15,445,451.03,67.71,-29.92919974,428.1591779,399.0101789,464.97
451.03,467.69,451.03,464.97,92.7,-6.557377049,433.8223813,403.8960915,458.01
464.97,464.97,455,458.01,52.99,-25.69002123,437.5435534,407.9045292,441.22
458.01,460.49,436,441.22,166.61,-83.52792679,438.1091606,410.3723418,441.75
441.22,446.96,426.7,441.75,193.74,-63.28372774,438.6692897,412.6966128,437.69
441.75,444.25,434.29,437.69,40.92,-73.18858258,438.5186298,414.5479748,444.83
437.69,445.99,435.47,444.83,65.77,-52.62607787,439.4896098,416.7910878,452.71
444.83,458,443.99,452.71,60.26,-23.02456348,441.523516,419.451748,457.84
452.71,457.95,451.12,457.84,4.07,-0.511182109,444.0337443,422.2953222,417.47
457.84,457.84,409,417.47,216.29,-82.71428571,439.9470144,421.9378909,426.04
417.47,429.72,409.41,426.04,26.46,-65.2244898,437.8074737,422.2417509,418.78
426.04,429.36,418.78,418.78,108.99,-80.04081633,434.8801701,421.9853249,430.95
418.78,432.5,418.78,430.95,148.55,-55.15832482,434.2755285,422.6493749,424.31
430.95,435,420,424.31,48.79,-68.65274365,432.7423703,422.7723841,431.31
424.31,431.31,416.61,431.31,80.65,-14.41969519,432.5220056,423.4048001,431.51
431.31,434.97,430.74,431.51,14.32,-18.97770527,432.3663125,424.0051853,433.07
431.51,434.99,430.32,433.07,25.38,-10.49483415,432.4745721,424.6766531,427.63
433.07,434.99,422.98,427.63,14.39,-40.07612833,431.7292533,424.8954195,431.08
427.63,433.96,426.56,431.08,51.5,-21.27312296,431.6293682,425.3535366,431.32
431.08,434.73,429,431.32,33.76,-30.55786844,431.5817731,425.7954968,429.99
431.32,431.33,427.58,429.99,20.05,-41.63197336,431.3368849,426.1062008,457.88
429.99,457.88,427.78,457.88,132.76,0,435.4204411,428.4598155,455.22
457.88,460,447.64,455.22,110.94,-14.29425837,438.4665271,430.4420514,451.38
455.22,459.87,450,451.38,84.78,-26.5885256,440.4532152,431.9930106,447.38
451.38,451.38,442.05,447.38,41.49,-38.92658853,441.5188744,433.1327876,450
447.38,454.53,443.81,450,106.93,-31.03662322,442.823663,434.3822107,449.81
450,452.23,445.03,449.81,151.13,-56.76880223,443.898484,435.5250099,433.98
449.81,455,427.17,433.98,191.65,-79.17431193,442.3725634,435.4105647,430
433.98,437.15,430,430,42.29,-89.8311175,440.4690921,435.0097822,374.41
430,430.91,372.66,374.41,590.29,-97.87466602,430.3061549,430.5209094,388.16
374.41,390.58,351.76,388.16,552.55,-64.74234793,423.822131,427.3830643,385
388.16,395,381.6,385,135.81,-67.80317706,417.8494955,424.243578,390.1
385,391.82,376.58,390.1,246.35,-55.10012882,413.5803423,421.7144241,381.08
390.1,390.97,379.02,381.08,68.55,-62.95641188,408.5802897,418.7044668,419.46
381.08,425.13,375.93,419.46,792.43,-7.727954205,410.2540913,418.7604322,412.31
419.46,425.78,406.05,412.31,730.53,-27.02106319,410.5703849,418.2826224,382.82
412.31,412.31,375.52,382.82,510.72,-85.47552726,406.3010949,415.6557615,389.11
382.82,395,381.36,389.11,372.76,-72.96060485,403.6563111,413.6894088,400.68
389.11,406.71,385.81,400.68,609.63,-49.94031039,403.1984171,412.7257489,394.01
400.68,401.25,387.17,394.01,462.68,-63.21130123,401.7848145,411.3393971,395.95
394.01,406.7,390.45,395.95,719.82,-44.4686056,400.8871507,410.1994418,396
395.95,401.48,393.11,396,200.09,-42.24852071,400.1352814,409.1476313,379.27
396,398.03,376.97,379.27,316.78,-92.266308,396.9252381,406.9344734,379.92
379.27,385.63,365,379.92,606.53,-64.2206235,394.3090476,404.9334013,378
379.92,383.18,376.12,378,216.06,-68.82494005,391.7999634,402.9383345,369.84
378,381,369.82,369.84,199.96,-86.73245614,388.4215075,400.486606,372
369.84,380,366.16,372,533.92,-78.80714502,385.8951217,398.3764871,373.71
372,376.68,372,373.71,362.3,-57.77993214,384.0204876,396.5493399,368
373.71,373.71,365.78,368,214.2,-87.24137931,381.5557972,394.434574,392
368,392,368,392,369.21,0,383.1625976,394.2542352,387.22
392,392,382.48,387.22,492.86,-18.2303585,383.7868134,393.7331807,375.69
387.22,387.22,367.71,375.69,412.74,-62.2044241,382.5411498,392.3966488,372.82
375.69,381.23,371.55,372.82,185.05,-73.15026697,381.0455883,390.9465267,372
372.82,377.78,371.66,372,443.23,-82.33841087,379.6539593,389.5430802,378.48
372,381.4,371.26,378.48,733.23,-55.66076575,379.4733502,388.7235928,379.3
378.48,384.76,371.71,379.3,1257.01,-40.59456689,379.4466809,388.0255489,377.21
379.3,383.95,373.67,377.21,1274.38,-55.92592593,379.1025762,387.2243971,380.3
377.21,383.49,375.76,380.3,1037.16,-33.03703704,379.2867952,386.7114788,389.15
380.3,391.14,380.3,389.15,765.66,-10.01006036,380.8042113,386.89211,403.25
389.15,404.26,386.82,403.25,653.35,-3.102918587,384.2574096,388.1038056,396
403.25,409.31,392,396,736.74,-37.34567901,386.063962,388.6887089,405.5
396,408.6,390.1,405.5,1021.74,-11.3561848,389.0541217,389.9339897,416.16
405.5,421.8,403.01,416.16,1183.09,-13.59036145,393.2242568,391.8766571,422
416.16,424.79,411.46,422,823.83,-7.347906242,397.6512942,394.1080159,417.05
422,422,413.13,417.05,446.29,-22.31190545,400.6357105,395.8074221,440.3
417.05,442,417.05,440.3,1124.57,-3.275529865,406.7379089,399.1031686,437.04
440.3,444,422.5,437.04,879.59,-16.97975116,411.399769,401.9133043,433.35
437.04,437.04,422,433.35,819.77,-32.72894899,414.7767277,404.2419484,420.99
433.35,437.15,414.29,420.99,1304.29,-74.53838678,415.7326157,405.4825448,423.2
420.99,427.1,408.14,423.2,770.74,-58.00334635,416.8814441,406.7949489,421.85
423.2,426,416.7,421.85,739.44,-61.76798661,417.6458373,407.9101379,427.2
421.85,427.2,417.65,427.2,447.57,-34.29851775,419.1157085,409.3390165,433.04
427.2,436,427.2,433.04,626.68,-14.16752844,421.2579072,411.0946449,430.14
433.04,434.98,421.07,430.14,177.5,-21.03374013,422.624383,412.505412,435.92
430.14,442,429.29,435.92,544.69,-24.03162055,424.6698625,414.2398259,429.88
435.92,439.41,422.79,429.88,1697.67,-49.77412731,425.4714221,415.3983573,424.39
429.88,432.48,412,424.39,1264.09,-58.7,425.3050495,416.0644049,419.62
424.39,431.11,417,419.62,3882.56,-74.6,424.4304265,416.3277823,406.71
419.62,424.46,404.87,406.71,2392.2,-95.04443846,421.704207,415.615354,394.52
406.71,408.99,388.4,394.52,4809.95,-88.00235248,417.5220213,414.0527352,403.86
394.52,410.06,387.27,403.86,1897.16,-63.30457863,415.4201719,413.2977178,413.75
403.86,414.12,397.4,413.75,1302.37,-39.59854015,415.1632224,413.3312202,410.29
413.75,414.36,407.5,410.29,1318.45,-38.10164023,414.4134959,413.1059446,410.55
410.29,414.74,406.45,410.55,1526.59,-15.25300328,413.8191119,412.9166154,415.81
410.55,429.7,409.42,415.81,2769.06,-32.73627151,414.1254024,413.1309402,419.92
415.81,423.65,415,419.92,1562.08,-30.27863777,415.0168789,413.6338335,407.22
419.92,420.59,406.15,407.22,4268.69,-95.45647558,413.8173591,413.1587347,408.87
407.22,413.62,406.65,408.87,1999.17,-88.45010616,413.0562269,412.8410507,415.42
408.87,416.5,407.74,415.42,3410.81,-60.63694268,413.4198843,413.0320839,415.59
415.42,417.04,412.17,415.59,1855.24,-46.05714286,413.7537483,413.2215592,416.78
415.59,419.04,412.87,416.78,1497,-26.38504155,414.2193255,413.4851474,420.75
416.78,422.69,416.78,420.75,1963.65,-12.09476309,415.2240446,414.0232846,409.43
420.75,421,405.03,409.43,3199.64,-75.08493771,414.3326531,413.6830413,410.09
409.43,411.44,405.53,410.09,1860.96,-71.34767837,413.6799373,413.4168901,412.14
410.09,414.82,409.39,412.14,806.37,-59.73952435,413.4430238,413.3223057,411.76
412.14,414.36,407.68,411.76,1327.09,-61.89127973,413.1840971,413.2065793,414.82
411.76,417.9,411.17,414.82,1669.12,-38.69755792,413.4357745,413.326092,415.53
414.82,417.98,411.89,415.53,1267.5,-19.67871486,413.757963,413.4893444,415.96
415.53,417.78,413.12,415.96,1197.63,-19.61165049,414.0967379,413.6723559,416.11
415.96,419.76,413.61,416.11,920.85,-30.21523179,414.4064706,413.8529222,417.31
416.11,418.4,415.28,417.31,975.38,-28.52153667,414.8531674,414.109002,424.97
417.31,430,415.9,424.97,1313.9,-27.7747101,416.4096032,414.9135204,423
424.97,426.39,421.13,423,1142.24,-41.46919431,417.4235104,415.5125189,415.71
423,428.11,405,415.71,1227.79,-57.16,417.1598934,415.5271471,413.38
415.71,416.7,409.12,413.38,1050.18,-66.48,416.5783713,415.3680992,417.56
413.38,419.99,412.42,417.56,2066.84,-49.76,416.7293911,415.5304622,417.9
417.56,419.04,415.5,417.9,633.93,-44.18000865,416.9094848,415.7059835,420.57
417.9,423.17,417.9,420.57,564.79,-32.62656859,417.472641,416.066281,421.5
420.57,421.66,417.96,421.5,481.01,-11.886121,418.0922347,416.4687787,420.14
421.5,421.6,417.54,420.14,560.66,-28.18604651,418.4072755,416.740721,423.39
420.14,424.97,419.5,423.39,998.65,-16.6842661,419.1738485,417.2332602,422.78
423.39,424.61,421.56,422.78,847.16,-29.47510094,419.728641,417.6441298,422.61
422.78,424.39,420.06,422.61,1096.07,-31.76312248,420.171927,418.0119721,418.31
422.61,425.96,418,418.31,861.04,-90.85510689,419.8854767,418.0340482,419.29
418.31,420.75,415,419.29,846.56,-60.85766423,419.7938649,418.1270817,420.95
419.29,422.92,416.96,420.95,1655.44,-45.71167883,419.9717319,418.3361867,422.58
420.95,424.5,420.23,422.58,1258.4,-30.83941606,420.3730039,418.6505433,427.08
422.58,430.36,422.58,427.08,1151.1,-21.35416667,421.4048494,419.2749475,423.54
427.08,427.71,422,423.54,1159.6,-44.40104167,421.7333341,419.5908773,424.52
423.54,425.77,422.39,424.52,532.25,-43.58208955,422.162052,419.9559975,429.25
424.52,431.02,424.52,429.25,632.81,-16.40407785,423.2525055,420.6444421,429.12
429.25,434.23,427.97,429.12,690.59,-41.78250204,424.155197,421.2722612,427.87
429.12,431.37,424.58,427.87,648.34,-52.00327065,424.7267051,421.7609826,428.02
427.87,429.8,426.28,428.02,1030.36,-52.44932432,425.2333659,422.2246135,436.92
428.02,438,426.8,436.92,1179.9,-8.011869436,427.0313096,423.3131607,441.77
436.92,444,434.27,441.77,1580.25,-11.48300721,429.2988004,424.680334,451.01
441.77,451.34,440.11,451.01,930.69,-1.233183857,432.638985,426.6306796,446
451.01,451.01,442.7,446,641.31,-21.30885874,434.6945257,428.0654441,450.71
446,450.71,443.22,450.71,698.02,-2.567237164,437.1584449,429.7428186,460
450.71,460,445.4,460,1112.4,0,440.6725303,431.9840913,464
460,469.69,452.5,464,1447.44,-19.23597025,444.2613718,434.3556401,469.3
464,470,461.88,469.3,899.83,-2.564102564,448.1134684,436.9441112,448.35
469.3,469.3,445.48,448.35,1475.35,-80.84391337,448.1498579,437.7889918,450.86
448.35,451.48,435.43,450.86,1919.74,-55.36592421,448.5668028,438.7572147,456.22
450.86,457.22,447.39,456.22,953.38,-39.86115129,449.7442178,440.0507543,446.44
456.22,458.12,446.44,446.44,1176.69,-68.15157651,449.2358766,440.5240318,452.07
446.44,454.47,446.44,452.07,293.27,-50.87097727,449.6718956,441.3792887,444
452.07,453.58,440,444,1306.69,-62.23005729,448.7992963,441.5734154,451.92
444,452.52,442.52,451.92,1262.5,-34.21633554,449.2794045,442.3398291,448
451.92,451.92,444.86,448,729,-55.84988962,449.0825731,442.759101,448.74
448,450,447.22,448.74,642.47,-39.5991707,449.0298695,443.2021306,460.7
448.74,462.37,447.17,460.7,1842.71,-7.465355387,450.8252742,444.4982691,459.1
460.7,462.34,457.92,459.1,277.86,-16.47355164,452.0983089,445.5798788,459.1
459.1,461.79,455.95,459.1,634.19,-18.67504283,453.1754922,446.5813692,461.75
459.1,464.99,455.99,461.75,1279.65,-18.18181818,454.4946472,447.7049715,452.13
461.75,463.49,450,452.13,1013.32,-72.1661055,454.1308553,448.0327514,453.97
452.13,455,450.99,453.97,1766.78,-73.51567712,454.1061084,448.4725476,454.95
453.97,455,449.39,454.95,869.91,-64.35897436,454.2359379,448.9523589,456.05
454.95,457.5,452.61,456.05,1274.72,-57.30769231,454.5150243,449.4781101,455.4
456.05,458.06,453.79,455.4,972.97,-57.37588652,454.6511744,449.9167686,457.65
455.4,459.79,454.14,457.65,274.15,-20.57692308,455.1125322,450.4896005,454.39
457.65,458,450.17,454.39,1237.42,-51.92307692,455.0013734,450.778519,454.16
454.39,455,451,454.16,1000.13,-58.52390852,454.8719314,451.0289991,453.24
454.16,455.88,452.35,453.24,1429.97,-68.08731809,454.620865,451.1927769,432
453.24,453.85,431.88,432,1254.84,-99.57004658,451.1407319,449.7710898,439.65
432,442.63,427.06,439.65,1114.34,-59.30833872,449.372927,449.0213794,441
439.65,441,431.01,441,680.49,-51.63081194,448.0847844,448.4272032,437.89
441,442,433.34,437.89,2785.85,-62.42192922,446.516356,447.6466696,442.5
437.89,444.01,435.55,442.5,2887.46,-42.36655468,445.8984551,447.2654348,444.6
442.5,445.79,441.48,444.6,1284.15,-6.353443673,445.6986928,447.0679952,448.3
444.6,449.21,442.94,448.3,722.13,-5,446.0988939,447.1592548,452.41
448.3,452.45,445.19,452.41,915.01,-0.209314495,447.0698333,447.5481989,471.36
452.41,477,451.22,471.36,1764.3,-13.60675513,450.806782,449.312036,523.99
471.36,545,450.55,523.99,5187.17,-20.29559505,462.0657386,454.843737,518.98
523.99,549,470,518.98,2673.43,-28.30473317,470.8217788,459.5945713,531.43
518.98,540,518.98,531.43,916.05,-16.92515172,480.1461206,464.9157142,530
531.43,544.53,510.97,530,2715.14,-19.29913662,487.8159482,469.7367724,536.12
530,541.77,485.9,536.12,1996.79,-13.08278314,495.2473408,474.6540485,539.2
536.12,539.67,531.52,539.2,1793.27,-12.40506329,502.0092883,479.4352301,567.43
539.2,576.03,536.06,567.43,2726.68,-9.541772995,512.0740132,485.9533612,573.18
567.43,588.71,562,573.18,2453.02,-15.10553448,521.4749342,492.4145937,574.11
573.18,583.67,568.07,574.11,1186.64,-14.20095321,529.5726367,498.4661053,583
574.11,586.3,573.35,583,1014.48,-9.984262983,537.792231,504.7278753,577.38
583,589.91,565.38,577.38,3420.29,-23.26833798,543.882657,510.1095141,581.98
577.38,582.13,571.71,581.98,1370.72,-28.41275528,549.7437867,515.4332538,575.01
581.98,581.98,571.6,575.01,1374.98,-60.74194863,553.6308964,519.8463461,579.26
575.01,581.8,573,579.26,1378.66,-43.41622503,557.5738355,524.2473575,595.99
579.26,595.99,579,595.99,1276.7,0,563.4840146,529.5616274,665.8
595.99,683.06,595.99,665.8,5399.75,-15.48537592,579.2249354,539.6533587,703.27
665.8,717.79,659,703.27,4015.14,-9.93227991,598.3087915,551.7731099,687.34
703.27,703.95,647.26,687.34,4406.38,-21.0304579,612.0059005,561.8151017,692.07
687.34,697.59,671.58,692.07,1900.47,-18.5315945,624.3234543,571.4636127,767.05
692.07,776.71,692.07,767.05,5696.94,-5.345285525,646.2813844,585.9514933,747.08
767.05,776,702,747.08,5794.92,-22.88914639,661.7888637,597.8869382,761.02
747.08,781.15,728.87,761.02,6019.57,-15.03473,677.0551924,609.9708687,765.87
761.02,769.99,745.03,765.87,2487.23,-13.94542302,690.7190089,621.5189525,737
765.87,768.83,725.02,737,3884.15,-49.56219129,697.8391614,630.0731042,673.41
737,738.36,630.2,673.41,8315.46,-71.37462736,694.0808289,633.2832446,594.46
673.41,679.85,590,594.46,6714.94,-97.66675386,678.7545475,630.4074487,623.54
594.46,635,551.49,623.54,5206.35,-67.02517162,670.2600017,629.8987488,669.26
623.54,762.24,618.51,669.26,5940.81,-45.81301187,670.1061553,632.814397,674.15
669.26,703.34,641.41,674.15,2243.09,-41.79833926,670.7282853,635.8762936,633.04
674.15,680.91,615.26,633.04,1350.42,-61.30486358,664.9300875,635.6661977,648.49
633.04,664.08,627,648.49,1230.6,-53.97390273,662.4008433,636.616109,647.01
648.49,664.86,640,647.01,2494.16,-78.39842155,660.0330213,637.3860269,639.5
647.01,650.53,615.85,639.5,2053.6,-72.47956403,656.8740949,637.5426175,669.7
639.5,675,635,669.7,1688.09,-17.07539985,658.8473111,639.9246458,677.74
669.7,691.2,665.85,677.74,2111.15,-17.86330458,661.7538786,642.7257832,700
677.74,703.94,674,700,1228.66,-4.472698377,667.6378973,646.9683177,664.82
700,703.96,644.65,664.82,1540.96,-44.42174555,667.2043746,648.2906646,679.26
664.82,684.73,645,679.26,1654.77,-35.81786543,669.0590862,650.5846894,666.5
679.26,683.11,659.57,666.5,970.34,-63.15966953,668.6653806,651.7636013,677.59
666.5,681.23,665.85,677.59,906.68,-44.46130501,670.038399,653.6766679,640
677.59,681.99,610.7,640,2909.92,-68.58245765,665.4171069,652.6635814,670
640,670.07,634.04,670,1772.69,-19.89733892,666.1221673,653.9477605,657.95
670,671.93,622,657.95,1923.47,-34.74658196,664.8649108,654.2442227,651.2
657.95,657.95,642.42,651.2,495.79,-43.18978819,662.7626169,654.0187247,652.98
651.2,663.32,645.32,652.98,815.62,-40.69294431,661.2575989,653.9417822,674.21
652.98,675.98,647.14,674.21,974.64,-3.278992219,663.250276,655.4431316,662.88
674.21,674.21,657.96,662.88,928.63,-24.2682475,663.1933104,655.9940108,662.78
662.88,665.92,650,662.78,1157.1,-39.33253874,663.1297242,656.4966766,663.87
662.78,669,660,663.87,1157.88,-39.49771689,663.2436128,657.0428487,665
663.87,669.1,661,665,432.23,-38.07212205,663.5138262,657.6322673,677.88
665,685,661.52,677.88,927.5,-20.34285714,665.7240068,659.1320994,675.28
677.88,686,667.58,675.28,1296.12,-29.77777778,667.1941596,660.3282402,673.51
675.28,676.55,666.02,673.51,991.27,-48.03846154,668.1658274,661.3046668,667
673.51,676.15,660,667,1552.88,-73.07692308,667.9864693,661.7265434,664.5
667,669.46,658.89,664.5,554.76,-79.30652896,667.4500894,661.9319846,648.97
664.5,668.97,644.54,648.97,1532.52,-89.31500241,664.6069987,660.9718376,657.71
648.97,660,645.94,657.71,715.12,-58.85660731,663.545922,660.73022,662.9
657.71,668.44,651.98,662.9,873.13,-41.91711484,663.4465494,660.8909444,654.28
662.9,664.68,652.01,654.28,847.7,-60.91492777,662.036311,660.4012448,655.03
654.28,659.1,642.5,655.03,1130.07,-52.66339252,660.958417,660.0033749,654.03
655.03,663.94,648,654.03,1755.59,-55.55127217,659.8925067,659.5609026,653.87
654.03,661.1,651.7,653.87,889.65,-56.16808019,658.9659672,659.1393543,653
653.87,659.57,651.7,653,1002.86,-52.6600541,658.0481261,658.6845873,654.93
653,658.18,651.9,654.93,453.11,-42.02425373,657.5684144,658.4064697,623.68
654.93,656.67,623.68,623.68,1301.11,-100,652.3548122,655.8341386,605
623.68,627.05,601.01,605,2577.04,-93.35996006,645.0694565,652.0686469,506
605,611.44,479,506,7142.29,-85.04735006,623.6741555,641.2487471,564.94
506,572,502.75,564.94,5302.46,-52.03705771,614.6381315,635.5962473,582.92
564.94,589,564.94,582.92,2819.75,-41.50954016,609.758419,631.6943031,575.65
582.92,584.41,567.41,575.65,1017.31,-34.71800068,604.5109699,627.5428732,591.6
575.65,598,569.88,591.6,1036.92,-14.98036847,602.5246669,624.8804382,593
591.6,607.51,570.11,593,1356.87,-13.85070638,601.0593335,622.5189242,590.31
593,597.35,585,590.31,915.87,-40.4040404,599.4055899,620.133078,586.3
590.31,593.37,583.2,586.3,1082.41,-52.89276808,597.3893453,617.6269241,588.95
586.3,603.14,582,588.95,1855.27,-49.32234919,596.0909845,615.5027075,588.23
588.95,599.98,588,588.23,1600.83,-51.55080214,594.8816022,613.4825069,588.36
588.23,592.19,582.51,588.36,945.09,-69.91485336,593.8782788,611.6215805,585.1
588.36,590.79,583.31,585.1,449.04,-85.3358562,592.5277744,609.657019,569.67
585.1,585.51,561.4,569.67,1081.67,-80.18687111,589.0111937,606.6950176,570.74
569.67,575,561.48,570.74,795.16,-75.79056506,586.2002408,604.0316829,581
570.74,587.8,565.34,581,1200.53,-36.3429685,585.4002038,602.3256323,574.43
581,581.06,569.54,574.43,751.15,-55.66519224,583.7124801,600.2592892,572
574.43,579.36,570.81,572,616.91,-59.84848485,581.9105601,598.1660085,572.95
572,577.99,572,572.95,601.61,-56.42097264,580.5320124,596.298156,580
572.95,584,572.03,580,469.89,-34.72840606,580.4501643,595.0908852,580.53
580,586.12,577.52,580.53,393.36,-33.71531966,580.4624467,594.0123011,586
580.53,592.13,579.85,586,794.09,-28.75234522,581.314378,593.4187973,584.9
586,588.99,580.1,584.9,764,-35.91654247,581.8660122,592.7877753,580.47
584.9,587.71,579.36,580.47,524.66,-58.00995025,581.6512411,591.8753475,576.85
580.47,582.25,569.89,576.85,1358.06,-68.70503597,580.9125886,590.7623588,579.36
576.85,580.51,572.99,579.36,349.58,-57.41906475,580.6737288,589.9177396,569.02
579.36,579.71,564.27,569.02,612.63,-80.78478964,578.8808475,588.3697589,574.73
569.02,580.97,567.06,574.73,561.73,-55.37542662,578.2422555,587.3594064,574.69
574.73,582.01,570.47,574.69,898.12,-42.04671858,577.6957547,586.4209319,579.21
574.69,581.7,573.42,579.21,717.82,-15.78354002,577.9287155,585.8867888,573.36
579.21,579.21,569.42,573.36,454.42,-48.75986471,577.2258362,584.9588785,571.1
573.36,575,568.24,571.1,1002.1,-72.97658863,576.2833999,583.9322949,577
571.1,577,565.56,577,1091.61,-30.45592705,576.393646,583.4187916,599.97
577,605.33,572.13,599.97,1286.89,-13.4774956,580.0207774,584.644807,608.91
599.97,616.68,598.3,608.91,963.41,-15.19953052,584.4652732,586.4422287,610.02
608.91,612.3,602,610.02,730.44,-13.02816901,588.3967696,588.1887303,613.35
610.02,614,605,613.35,481.48,-6.514084507,592.2357281,590.052528,615.71
613.35,617.38,606.35,615.71,973.59,-3.690607735,595.8471546,591.9530815,629.6
615.71,635.62,615,629.6,990.93,-16.13076099,601.0399,594.7417421,625.26
629.6,631.12,621.25,625.26,603.62,-30.81499108,604.7660693,597.0023538,625.26
625.26,629.24,622.77,625.26,434.38,-33.83409536,607.9189817,599.0955128,611.33
625.26,634.77,595.16,611.33,806.13,-60.03460208,608.4437537,600.0017711,611.1
611.33,613.54,607.15,611.1,504.68,-60.60306476,608.852407,600.8238622,615.16
611.1,617,607.76,615.16,735.51,-49.50770008,609.8228059,601.8857983,612.24
615.16,616.85,610.75,612.24,651.11,-56.87957586,610.1946819,602.6527762,612.92
612.24,615.8,609.05,612.92,522.92,-55.16283767,610.6139616,603.4133113,610
612.92,613,606.67,610,455.79,-67.76379477,610.519506,603.9012142,606.59
610,610.08,604.58,606.59,330.61,-83.81642512,609.9149666,604.1003835,612.02
606.59,614.51,606.59,612.02,323.12,-39.36430318,610.2388179,604.6870217,610.99
612.02,614.59,605.06,610.99,586.68,-42.86987522,610.3543844,605.153909,610.01
610.99,612,605.56,610.01,777.46,-45.75424575,610.3014022,605.5136195,599
610.01,610.98,592,599,1117.73,-69.01283754,608.5627249,605.0311291,598.35
599,600.76,595.37,598.35,483.58,-71.89021691,606.9915365,604.5362307,604.17
598.35,604.56,595.05,604.17,519.05,-46.12660469,606.5574539,604.5091025,604
604.17,607.63,601.5,604,310,-40,606.1639995,604.4713912,601.03
604,604,598,601.03,453.02,-52.42360379,605.3741534,604.2164733,608.04
601.03,608.57,599,608.04,764.48,-3.920118343,605.7842837,604.4996975,606.52
608.04,609.11,600.69,606.52,721.26,-18.42105263,605.8974708,604.6493496,604.99
606.52,607.59,601.85,604.99,415.79,-37.08370837,605.7578599,604.6745829,605.5
604.99,609.3,604.25,605.5,496.8,-33.62831858,605.7181891,604.7357249,611.28
605.5,612.5,604.03,611.28,535.28,-9.037037037,606.5738523,605.220486,614.27
611.28,617.3,610.4,614.27,450.35,-18.24202288,607.7578751,605.8908204,610
614.27,615.98,607.15,610,323.24,-47.24919094,608.1028174,606.1952041,612.25
610,613.66,609.02,612.25,592.68,-38.05576488,608.7408455,606.6437075,612
612.25,613.6,608,612,435.17,-39.93971364,609.2422539,607.0404699,612.51
612,616.09,608.94,612.51,828.39,-47.19211823,609.744984,607.4456203,614.91
612.51,615.97,611.26,614.91,385.16,-13.19910515,610.5396019,607.9985373,617.98
614.91,623,611.34,617.98,1667.51,-33.46666667,611.6842785,608.7379049,620.79
617.98,623.1,616.15,620.79,528.82,-15.29801325,613.0851587,609.6306527,616.52
620.79,620.79,615.01,616.52,362.01,-46.46892655,613.6135959,610.1409747,618.12
616.52,619.9,614.83,618.12,724.84,-42.06081081,614.3068888,610.7320136,644.23
618.12,645.42,616.32,644.23,1468.11,-3.491784038,618.9104444,613.2133459,637.46
644.23,645,633.28,637.46,767.33,-26.02157568,621.7642222,615.0093944,630.15
637.46,639.98,630.15,630.15,763.62,-49.91827395,623.0543418,616.1309207,640.61
630.15,643,630.15,640.61,939.07,-15.72409284,625.7552123,617.9441859,640.75
640.61,647,636.4,640.75,539.61,-20.37157757,628.0621027,619.6335054,643.25
640.75,645.06,638.75,643.25,183.94,-22.25519288,630.3987023,621.3828754,640
643.25,643.55,637.8,640,618.75,-41.54302671,631.875825,622.7619217,636.97
640,641.1,634.1,636.97,606.01,-59.52522255,632.6595443,623.8143719,631.5
636.97,639.64,623.73,631.5,1047.9,-66.60936829,632.4811528,624.3836777,632.84
631.5,633.42,627.01,632.84,453.28,-57.29020159,632.5363601,625.0100719,633.4
632.84,638,630.02,633.4,717.39,-51.21089808,632.6692278,625.6315481,663.73
633.4,669.86,627,663.73,1495.79,-13.28853241,637.4478081,628.4536556,653.93
663.73,669,652.79,653.93,770.33,-34.53284197,639.9835299,630.3407923,652.63
653.93,657.88,645.81,652.63,1384.76,-40.20065329,641.9291407,631.9918447,651.99
652.63,664,651.99,651.99,1611.78,-41.69388707,643.4769652,633.4731895,675.13
