close,volume,macd,rsi,obv,atr,mom,usd_close,gold_close,sma_plus_3
"4,423.72",2.65,29.41,51.00091463,216.05,94.35965209,1.011011212,"11,537.50","1.338,40",4349.893333
"4,316.18",3.06,17.63,45.02787911,212.99,95.50753409,0.954434086,"11,580.00","1.326,50",4384.046667
"4,345.90",3.09,10.58,46.87946157,216.08,93.30842451,0.961988835,"11,505.00","1.286,00",4398.53
"4,387.60",3.19,8.25,49.45208231,219.27,92.35925133,0.983050468,"11,530.00","1.320,60",4394.316667
"4,418.64",2.67,8.81,51.34114146,221.94,87.69287623,0.946027709,"11,527.50","1.317,40",4398.94
"4,389.35",2.71,6.82,49.46268007,219.23,84.68838507,0.957572598,"11,522.50","1.309,70",4421.636667
"4,374.96",3.09,4.02,48.52335974,216.14,82.37564328,0.958819688,"11,525.00","1.324,80",4458.876667
"4,432.51",3.64,6.38,52.41535356,219.78,82.32738305,0.99374497,"11,516.00","1.324,20",4488.01
"4,457.44",4,10.15,54.03655202,223.78,80.70542712,1.011498218,"11,532.50","1.306,90",4499.616667
"4,486.68",3.91,15.31,55.93292322,227.69,78.20075375,1.018336817,"11,490.00","1.296,60",4510.366667
"4,519.91",3.39,21.84,58.05113149,231.08,75.24927134,1.021744143,"11,365.00","1.268,00",4519.253333
"4,492.26",2.53,24.49,55.65395544,228.55,73.34932339,1.040795333,"11,365.00","1.282,00",4547.893333
"4,518.93",4.13,28.42,57.47791963,232.68,71.60365743,1.039814538,"11,330.00","1.322,70",4545.83
"4,546.57",4.22,33.38,59.34422773,236.9,69.73339619,1.036231653,"11,322.50","1.314,40",4545.806667
"4,578.18",4,39.41,61.42919244,240.9,67.25601074,1.036106132,"11,335.00","1.315,70",4551.363333
"4,512.74",3.07,38.46,55.12631406,237.83,68.05843855,1.028111224,"11,291.50","1.342,50",4574.066667
"4,546.50",4.1,39.98,57.54635618,241.93,68.83783579,1.039209501,"11,269.00","1.333,90",4588.746667
"4,594.85",4.36,44.56,60.80641123,246.29,68.31370467,1.036624847,"11,155.00","1.350,20",4578.053333
"4,580.85",3.69,46.53,59.38441423,242.6,66.06272576,1.027686295,"11,015.00","1.352,40",4576.063333
"4,590.54",3.4,48.32,60.080267,246,64.04824535,1.02314852,"11,053.00","1.352,00",4549.426667
"4,562.77",3.05,46.95,57.06298494,242.95,62.98122783,1.00948249,"11,102.50","1.345,20",4506.033333
"4,574.88",3.02,46.31,58.05232345,245.97,61.17256869,1.018391634,"11,175.00","1.349,00",4455.503333
"4,510.63",3.76,40.15,51.29875147,242.21,61.35524236,0.998163282,"11,272.50","1.323,60",4435.213333
"4,432.59",3.49,28.65,44.52341041,238.72,63.11986791,0.974930552,"11,332.50","1.313,10",4453.053333
