open,high,low,close,volume,nextopen
240,248.39,239.45,244.53,90.91,244.53
244.53,247.2,234.55,243.69,131.5,243.69
243.69,244.73,233,242.7,113,242.7
242.7,244.87,241.95,244.76,86.38,244.76
244.76,245.64,241.75,245.64,30.59,245.7
245.7,247.12,245.06,245.11,43.18,245.11
245.11,247.11,244,245.93,27.4,245.93
245.93,249.51,244.01,249,106.55,249
249,253.66,241,253.64,113.09,253.64
253.64,255,251.86,253.73,103.35,253.73
253.73,268.51,253,258,274.76,258
258,271,258,268.54,94.7,268.54
268.54,270,252,257,56.32,257
257,265.73,251,264.06,32.4,264.06
264.06,270,264,270,114.12,270
270,270.74,264.57,266.59,208.93,266.59
266.59,278,263.73,274.2,70.23,274.2
274.2,279.31,270,276.16,100.13,276.16
276.16,283.38,276.16,283.38,75.76,283.38
283.38,294.48,283.38,289.37,115.46,289.37
289.37,289.37,280.64,285.21,64.43,285.21
285.21,296.31,285.21,292.51,254.57,292.51
292.51,305,290,290.16,141.9,290.16
290.16,317.84,290.16,313.04,125.82,313.04
313.04,333,311.77,325,330.76,325
325,331,306.13,306.13,56.65,306.13
306.13,320,304.69,307.44,54.31,307.44
307.44,360,307.44,358.17,193.56,358.17
358.17,418.97,307.23,398.01,386.28,398.01
398.01,489.99,368.49,391.93,416.24,391.93
391.93,438.72,341,380,193.96,380
380,390,346.34,362.06,96.24,362.06
362.06,389.81,362.06,383.89,53.7,383.89
383.89,385,352,357,76.41,357
357,378.66,350,371.69,52.39,371.69
371.69,379,327.93,337.83,123.53,337.83
337.83,341,300,309.3,140.81,309.3
309.3,341,301.56,330.95,178.07,330.95
330.95,340.18,326.5,336.95,121.27,336.95
336.95,339.47,326.03,329.74,51.79,329.74
329.74,333.74,315,315,73.53,315
315,330,315,321.91,83.01,321.91
321.91,336.89,321.91,330,86.16,330
330,334.75,326,326.5,60.88,326.5
326.5,332.71,323.07,326.26,46.11,326.26
326.26,326.26,310,317.21,78.94,317.21
317.21,324.37,317.21,321.48,4.55,321.48
321.48,325,319.03,322.85,36.68,320
320,323.5,319,322.68,68.89,322.68
322.68,325,316.01,320.42,344.3,320.42
320.42,330,317.57,329.69,180.61,329.69
329.69,370,329.69,356.2,133.6,356.2
356.2,364,350.53,360.59,86.19,360.59
360.59,360.59,350.28,356.5,54.91,356.5
356.5,373.77,353.03,370.39,87.7,370.39
370.39,380.68,370.39,378.5,79.73,378.5
378.5,378.5,355,361.58,442.02,361.58
361.58,362.41,349.2,362.02,220.97,362.02
362.02,370,356.99,361.3,1152,361.3
361.3,365.08,357.48,364.93,50.81,364.93
364.93,390.58,363.93,389.64,205.27,389.64
389.64,404.21,386.01,392.39,167.32,392.39
392.39,398,384.07,395.3,244.4,395.3
395.3,400,388.52,400,230.13,400
400,420,400,416.33,295.14,416.33
416.33,420,410.01,417.3,231.12,417.3
417.3,445,416,443.12,462.82,443.12
443.12,464,407.14,431,239.52,431
431,438,418.37,432,39.9,432
432,445,426.21,440.19,300.24,440.19
440.19,464,430.01,460.49,187.03,460.49
460.49,464.98,441,453.65,185.26,453.65
453.65,459.15,445,451.03,67.71,451.03
451.03,467.69,451.03,464.97,92.7,464.97
464.97,464.97,455,458.01,52.99,458.01
458.01,460.49,436,441.22,166.61,441.22
441.22,446.96,426.7,441.75,193.74,441.75
441.75,444.25,434.29,437.69,40.92,437.69
437.69,445.99,435.47,444.83,65.77,444.83
444.83,458,443.99,452.71,60.26,452.71
452.71,457.95,451.12,457.84,4.07,457.84
457.84,457.84,409,417.47,216.29,417.47
417.47,429.72,409.41,426.04,26.46,426.04
426.04,429.36,418.78,418.78,108.99,418.78
418.78,432.5,418.78,430.95,148.55,430.95
430.95,435,420,424.31,48.79,424.31
424.31,431.31,416.61,431.31,80.65,431.31
431.31,434.97,430.74,431.51,14.32,431.51
431.51,434.99,430.32,433.07,25.38,433.07
433.07,434.99,422.98,427.63,14.39,427.63
427.63,433.96,426.56,431.08,51.5,431.08
431.08,434.73,429,431.32,33.76,431.32
431.32,431.33,427.58,429.99,20.05,429.99
429.99,457.88,427.78,457.88,132.76,457.88
457.88,460,447.64,455.22,110.94,455.22
455.22,459.87,450,451.38,84.78,451.38
451.38,451.38,442.05,447.38,41.49,447.38
447.38,454.53,443.81,450,106.93,450
450,452.23,445.03,449.81,151.13,449.81
449.81,455,427.17,433.98,191.65,433.98
433.98,437.15,430,430,42.29,430
430,430.91,372.66,374.41,590.29,374.41
374.41,390.58,351.76,388.16,552.55,388.16
388.16,395,381.6,385,135.81,385
385,391.82,376.58,390.1,246.35,390.1
390.1,390.97,379.02,381.08,68.55,381.08
381.08,425.13,375.93,419.46,792.43,419.46
419.46,425.78,406.05,412.31,730.53,412.31
412.31,412.31,375.52,382.82,510.72,382.82
382.82,395,381.36,389.11,372.76,389.11
389.11,406.71,385.81,400.68,609.63,400.68
400.68,401.25,387.17,394.01,462.68,394.01
394.01,406.7,390.45,395.95,719.82,395.95
395.95,401.48,393.11,396,200.09,396
396,398.03,376.97,379.27,316.78,379.27
379.27,385.63,365,379.92,606.53,379.92
379.92,383.18,376.12,378,216.06,378
378,381,369.82,369.84,199.96,369.84
369.84,380,366.16,372,533.92,372
372,376.68,372,373.71,362.3,373.71
373.71,373.71,365.78,368,214.2,368
368,392,368,392,369.21,392
392,392,382.48,387.22,492.86,387.22
387.22,387.22,367.71,375.69,412.74,375.69
375.69,381.23,371.55,372.82,185.05,372.82
372.82,377.78,371.66,372,443.23,372
372,381.4,371.26,378.48,733.23,378.48
378.48,384.76,371.71,379.3,1257.01,379.3
379.3,383.95,373.67,377.21,1274.38,377.21
377.21,383.49,375.76,380.3,1037.16,380.3
380.3,391.14,380.3,389.15,765.66,389.15
389.15,404.26,386.82,403.25,653.35,403.25
403.25,409.31,392,396,736.74,396
396,408.6,390.1,405.5,1021.74,405.5
405.5,421.8,403.01,416.16,1183.09,416.16
416.16,424.79,411.46,422,823.83,422
422,422,413.13,417.05,446.29,417.05
417.05,442,417.05,440.3,1124.57,440.3
440.3,444,422.5,437.04,879.59,437.04
437.04,437.04,422,433.35,819.77,433.35
433.35,437.15,414.29,420.99,1304.29,420.99
420.99,427.1,408.14,423.2,770.74,423.2
423.2,426,416.7,421.85,739.44,421.85
421.85,427.2,417.65,427.2,447.57,427.2
427.2,436,427.2,433.04,626.68,433.04
433.04,434.98,421.07,430.14,177.5,430.14
430.14,442,429.29,435.92,544.69,435.92
435.92,439.41,422.79,429.88,1697.67,429.88
429.88,432.48,412,424.39,1264.09,424.39
424.39,431.11,417,419.62,3882.56,419.62
419.62,424.46,404.87,406.71,2392.2,406.71
406.71,408.99,388.4,394.52,4809.95,394.52
394.52,410.06,387.27,403.86,1897.16,403.86
403.86,414.12,397.4,413.75,1302.37,413.75
413.75,414.36,407.5,410.29,1318.45,410.29
410.29,414.74,406.45,410.55,1526.59,410.55
410.55,429.7,409.42,415.81,2769.06,415.81
415.81,423.65,415,419.92,1562.08,419.92
419.92,420.59,406.15,407.22,4268.69,407.22
407.22,413.62,406.65,408.87,1999.17,408.87
408.87,416.5,407.74,415.42,3410.81,415.42
415.42,417.04,412.17,415.59,1855.24,415.59
415.59,419.04,412.87,416.78,1497,416.78
416.78,422.69,416.78,420.75,1963.65,420.75
420.75,421,405.03,409.43,3199.64,409.43
409.43,411.44,405.53,410.09,1860.96,410.09
410.09,414.82,409.39,412.14,806.37,412.14
412.14,414.36,407.68,411.76,1327.09,411.76
411.76,417.9,411.17,414.82,1669.12,414.82
414.82,417.98,411.89,415.53,1267.5,415.53
415.53,417.78,413.12,415.96,1197.63,415.96
415.96,419.76,413.61,416.11,920.85,416.11
416.11,418.4,415.28,417.31,975.38,417.31
417.31,430,415.9,424.97,1313.9,424.97
424.97,426.39,421.13,423,1142.24,423
423,428.11,405,415.71,1227.79,415.71
415.71,416.7,409.12,413.38,1050.18,413.38
413.38,419.99,412.42,417.56,2066.84,417.56
417.56,419.04,415.5,417.9,633.93,417.9
417.9,423.17,417.9,420.57,564.79,420.57
420.57,421.66,417.96,421.5,481.01,421.5
421.5,421.6,417.54,420.14,560.66,420.14
420.14,424.97,419.5,423.39,998.65,423.39
423.39,424.61,421.56,422.78,847.16,422.78
422.78,424.39,420.06,422.61,1096.07,422.61
422.61,425.96,418,418.31,861.04,418.31
418.31,420.75,415,419.29,846.56,419.29
419.29,422.92,416.96,420.95,1655.44,420.95
420.95,424.5,420.23,422.58,1258.4,422.58
422.58,430.36,422.58,427.08,1151.1,427.08
427.08,427.71,422,423.54,1159.6,423.54
423.54,425.77,422.39,424.52,532.25,424.52
424.52,431.02,424.52,429.25,632.81,429.25
429.25,434.23,427.97,429.12,690.59,429.12
429.12,431.37,424.58,427.87,648.34,427.87
427.87,429.8,426.28,428.02,1030.36,428.02
428.02,438,426.8,436.92,1179.9,436.92
436.92,444,434.27,441.77,1580.25,441.77
441.77,451.34,440.11,451.01,930.69,451.01
451.01,451.01,442.7,446,641.31,446
446,450.71,443.22,450.71,698.02,450.71
450.71,460,445.4,460,1112.4,460
460,469.69,452.5,464,1447.44,464
464,470,461.88,469.3,899.83,469.3
469.3,469.3,445.48,448.35,1475.35,448.35
448.35,451.48,435.43,450.86,1919.74,450.86
450.86,457.22,447.39,456.22,953.38,456.22
456.22,458.12,446.44,446.44,1176.69,446.44
446.44,454.47,446.44,452.07,293.27,452.07
452.07,453.58,440,444,1306.69,444
444,452.52,442.52,451.92,1262.5,451.92
451.92,451.92,444.86,448,729,448
448,450,447.22,448.74,642.47,448.74
448.74,462.37,447.17,460.7,1842.71,460.7
460.7,462.34,457.92,459.1,277.86,459.1
459.1,461.79,455.95,459.1,634.19,459.1
459.1,464.99,455.99,461.75,1279.65,461.75
461.75,463.49,450,452.13,1013.32,452.13
452.13,455,450.99,453.97,1766.78,453.97
453.97,455,449.39,454.95,869.91,454.95
454.95,457.5,452.61,456.05,1274.72,456.05
456.05,458.06,453.79,455.4,972.97,455.4
455.4,459.79,454.14,457.65,274.15,457.65
457.65,458,450.17,454.39,1237.42,454.39
454.39,455,451,454.16,1000.13,454.16
454.16,455.88,452.35,453.24,1429.97,453.24
453.24,453.85,431.88,432,1254.84,432
432,442.63,427.06,439.65,1114.34,439.65
439.65,441,431.01,441,680.49,441
441,442,433.34,437.89,2785.85,437.89
437.89,444.01,435.55,442.5,2887.46,442.5
442.5,445.79,441.48,444.6,1284.15,444.6
444.6,449.21,442.94,448.3,722.13,448.3
448.3,452.45,445.19,452.41,915.01,452.41
452.41,477,451.22,471.36,1764.3,471.36
471.36,545,450.55,523.99,5187.17,523.99
523.99,549,470,518.98,2673.43,518.98
518.98,540,518.98,531.43,916.05,531.43
531.43,544.53,510.97,530,2715.14,530
530,541.77,485.9,536.12,1996.79,536.12
536.12,539.67,531.52,539.2,1793.27,539.2
539.2,576.03,536.06,567.43,2726.68,567.43
567.43,588.71,562,573.18,2453.02,573.18
573.18,583.67,568.07,574.11,1186.64,574.11
574.11,586.3,573.35,583,1014.48,583
583,589.91,565.38,577.38,3420.29,577.38
577.38,582.13,571.71,581.98,1370.72,581.98
581.98,581.98,571.6,575.01,1374.98,575.01
575.01,581.8,573,579.26,1378.66,579.26
579.26,595.99,579,595.99,1276.7,595.99
595.99,683.06,595.99,665.8,5399.75,665.8
665.8,717.79,659,703.27,4015.14,703.27
703.27,703.95,647.26,687.34,4406.38,687.34
687.34,697.59,671.58,692.07,1900.47,692.07
692.07,776.71,692.07,767.05,5696.94,767.05
767.05,776,702,747.08,5794.92,747.08
747.08,781.15,728.87,761.02,6019.57,761.02
761.02,769.99,745.03,765.87,2487.23,765.87
765.87,768.83,725.02,737,3884.15,737
737,738.36,630.2,673.41,8315.46,673.41
673.41,679.85,590,594.46,6714.94,594.46
594.46,635,551.49,623.54,5206.35,623.54
623.54,762.24,618.51,669.26,5940.81,669.26
669.26,703.34,641.41,674.15,2243.09,674.15
674.15,680.91,615.26,633.04,1350.42,633.04
633.04,664.08,627,648.49,1230.6,648.49
648.49,664.86,640,647.01,2494.16,647.01
647.01,650.53,615.85,639.5,2053.6,639.5
639.5,675,635,669.7,1688.09,669.7
669.7,691.2,665.85,677.74,2111.15,677.74
677.74,703.94,674,700,1228.66,700
700,703.96,644.65,664.82,1540.96,664.82
664.82,684.73,645,679.26,1654.77,679.26
679.26,683.11,659.57,666.5,970.34,666.5
666.5,681.23,665.85,677.59,906.68,677.59
677.59,681.99,610.7,640,2909.92,640
640,670.07,634.04,670,1772.69,670
670,671.93,622,657.95,1923.47,657.95
657.95,657.95,642.42,651.2,495.79,651.2
651.2,663.32,645.32,652.98,815.62,652.98
652.98,675.98,647.14,674.21,974.64,674.21
674.21,674.21,657.96,662.88,928.63,662.88
662.88,665.92,650,662.78,1157.1,662.78
662.78,669,660,663.87,1157.88,663.87
663.87,669.1,661,665,432.23,665
665,685,661.52,677.88,927.5,677.88
677.88,686,667.58,675.28,1296.12,675.28
675.28,676.55,666.02,673.51,991.27,673.51
673.51,676.15,660,667,1552.88,667
667,669.46,658.89,664.5,554.76,664.5
664.5,668.97,644.54,648.97,1532.52,648.97
648.97,660,645.94,657.71,715.12,657.71
657.71,668.44,651.98,662.9,873.13,662.9
662.9,664.68,652.01,654.28,847.7,654.28
654.28,659.1,642.5,655.03,1130.07,655.03
655.03,663.94,648,654.03,1755.59,654.03
654.03,661.1,651.7,653.87,889.65,653.87
653.87,659.57,651.7,653,1002.86,653
653,658.18,651.9,654.93,453.11,654.93
654.93,656.67,623.68,623.68,1301.11,623.68
623.68,627.05,601.01,605,2577.04,605
605,611.44,479,506,7142.29,506
506,572,502.75,564.94,5302.46,564.94
564.94,589,564.94,582.92,2819.75,582.92
582.92,584.41,567.41,575.65,1017.31,575.65
575.65,598,569.88,591.6,1036.92,591.6
591.6,607.51,570.11,593,1356.87,593
593,597.35,585,590.31,915.87,590.31
590.31,593.37,583.2,586.3,1082.41,586.3
586.3,603.14,582,588.95,1855.27,588.95
588.95,599.98,588,588.23,1600.83,588.23
588.23,592.19,582.51,588.36,945.09,588.36
588.36,590.79,583.31,585.1,449.04,585.1
585.1,585.51,561.4,569.67,1081.67,569.67
569.67,575,561.48,570.74,795.16,570.74
570.74,587.8,565.34,581,1200.53,581
581,581.06,569.54,574.43,751.15,574.43
574.43,579.36,570.81,572,616.91,572
572,577.99,572,572.95,601.61,572.95
572.95,584,572.03,580,469.89,580
580,586.12,577.52,580.53,393.36,580.53
580.53,592.13,579.85,586,794.09,586
586,588.99,580.1,584.9,764,584.9
584.9,587.71,579.36,580.47,524.66,580.47
580.47,582.25,569.89,576.85,1358.06,576.85
576.85,580.51,572.99,579.36,349.58,579.36
579.36,579.71,564.27,569.02,612.63,569.02
569.02,580.97,567.06,574.73,561.73,574.73
574.73,582.01,570.47,574.69,898.12,574.69
574.69,581.7,573.42,579.21,717.82,579.21
579.21,579.21,569.42,573.36,454.42,573.36
573.36,575,568.24,571.1,1002.1,571.1
571.1,577,565.56,577,1091.61,577
577,605.33,572.13,599.97,1286.89,599.97
599.97,616.68,598.3,608.91,963.41,608.91
608.91,612.3,602,610.02,730.44,610.02
610.02,614,605,613.35,481.48,613.35
613.35,617.38,606.35,615.71,973.59,615.71
615.71,635.62,615,629.6,990.93,629.6
629.6,631.12,621.25,625.26,603.62,625.26
625.26,629.24,622.77,625.26,434.38,625.26
625.26,634.77,595.16,611.33,806.13,611.33
611.33,613.54,607.15,611.1,504.68,611.1
611.1,617,607.76,615.16,735.51,615.16
615.16,616.85,610.75,612.24,651.11,612.24
612.24,615.8,609.05,612.92,522.92,612.92
612.92,613,606.67,610,455.79,610
610,610.08,604.58,606.59,330.61,606.59
606.59,614.51,606.59,612.02,323.12,612.02
612.02,614.59,605.06,610.99,586.68,610.99
610.99,612,605.56,610.01,777.46,610.01
610.01,610.98,592,599,1117.73,599
599,600.76,595.37,598.35,483.58,598.35
598.35,604.56,595.05,604.17,519.05,604.17
604.17,607.63,601.5,604,310,604
604,604,598,601.03,453.02,601.03
601.03,608.57,599,608.04,764.48,608.04
608.04,609.11,600.69,606.52,721.26,606.52
606.52,607.59,601.85,604.99,415.79,604.99
604.99,609.3,604.25,605.5,496.8,605.5
605.5,612.5,604.03,611.28,535.28,611.28
611.28,617.3,610.4,614.27,450.35,614.27
614.27,615.98,607.15,610,323.24,610
610,613.66,609.02,612.25,592.68,612.25
612.25,613.6,608,612,435.17,612
612,616.09,608.94,612.51,828.39,612.51
612.51,615.97,611.26,614.91,385.16,614.91
614.91,623,611.34,617.98,1667.51,617.98
617.98,623.1,616.15,620.79,528.82,620.79
620.79,620.79,615.01,616.52,362.01,616.52
616.52,619.9,614.83,618.12,724.84,618.12
618.12,645.42,616.32,644.23,1468.11,644.23
644.23,645,633.28,637.46,767.33,637.46
637.46,639.98,630.15,630.15,763.62,630.15
630.15,643,630.15,640.61,939.07,640.61
640.61,647,636.4,640.75,539.61,640.75
640.75,645.06,638.75,643.25,183.94,643.25
643.25,643.55,637.8,640,618.75,640
640,641.1,634.1,636.97,606.01,636.97
636.97,639.64,623.73,631.5,1047.9,631.5
631.5,633.42,627.01,632.84,453.28,632.84
632.84,638,630.02,633.4,717.39,633.4
633.4,669.86,627,663.73,1495.79,663.73
663.73,669,652.79,653.93,770.33,653.93
653.93,657.88,645.81,652.63,1384.76,652.63
652.63,664,651.99,651.99,1611.78,651.99
651.99,679,651.99,675.13,1619.77,675.13
675.13,687.84,674.63,681.97,1501.28,681.97
681.97,691.78,681.97,690,1231.3,690
690,722.01,687.93,717.87,1651.6,717.87
717.87,717.88,688,698.7,1734.56,698.7
698.7,708.9,685.7,700.8,996.14,700.8
700.8,739.49,697.91,733.75,2354.66,733.75
733.75,739,722.89,737.5,1847.17,737.5
737.5,750.5,673.41,691.13,4099.75,691.13
691.13,710,682.31,707.41,2007.08,707.41
707.41,714.47,698.48,706.48,663.19,706.48
706.48,721.46,702.88,715.5,625.78,715.5
715.5,715.5,700.16,708.86,900.21,708.86
708.86,718.3,704.14,712.71,987.5,712.71
712.71,745.49,708.68,722.4,2750.68,722.4
722.4,724.7,706,713.5,1219.55,713.5
713.5,718.99,712,715.25,746.9,715.25
715.25,719.1,701.35,704.46,713.45,704.46
704.46,706.79,685.33,702.78,1087.75,702.78
702.78,709,697.79,705.82,785.16,705.82
705.82,717,704.83,711.3,818.88,711.3
711.3,744.8,709,742.75,2462.28,742.75
742.75,760.81,733.3,739,3435.49,739
739,754,733.01,750.55,1742.41,750.55
750.55,763.11,735,752,1445.44,752
752,757,713,730.98,1420.69,730.98
730.98,741,728.33,737.69,550.29,737.69
737.69,752.61,733.83,748.01,1803.67,748.01
748.01,750,731.06,740.34,1287.25,740.34
740.34,745.11,730,738.61,867.25,738.61
738.61,743,730.35,740.92,979.35,740.92
740.92,743.3,726,734.78,684.93,734.78
734.78,739,727.2,728.3,616.82,728.3
728.3,736.07,728,735.78,837.69,735.78
735.78,735.78,728.5,732.2,1064.68,732.2
732.2,743.56,731.02,742.72,1163.42,742.72
742.72,754.5,740.89,754,1290.26,754
754,781.98,752.42,773.87,2429.07,773.87
773.87,774.58,757.12,765.28,712.88,765.28
765.28,772.57,762.43,769.6,542.78,769.6
769.6,771.6,745.93,754.47,1667.32,754.47
754.47,760.03,748.09,757.86,1232.12,757.86
757.86,770,753.78,767.12,816.03,767.12
767.12,779.5,762,770.71,765.67,770.71
770.71,775,767,772.42,849.54,772.42
772.42,778.56,771.24,775,693.55,775
775,775.42,762.02,768.05,618.55,768.05
768.05,783.26,768.05,778.37,1025,778.37
778.37,789,770,780.5,1074.56,780.5
780.5,783.09,774,777.52,908.92,777.52
777.52,781.5,776.53,778.1,736.26,778.1
778.1,785.75,776,785.33,1094.3,785.33
785.33,795,785.33,792.47,610.61,792.47
792.47,794.44,786.5,792.69,339.1,792.69
792.69,794.44,789.19,791.18,680.79,791.18
791.18,806.1,790,803.42,1163.66,803.42
803.42,830,796.47,827.86,1872.1,827.86
827.86,877.99,826.02,860.1,2597.1,860.1
860.1,922.93,859.01,920,4040.55,920
920,923.87,884.33,894.93,1641.66,894.93
894.93,900.34,853.37,899.98,1661.59,899.98
899.98,917.53,888.96,904.88,1835.09,904.88
904.88,939,900,929.16,1760.31,929.16
929.16,979.99,929.03,978.74,3197.6,978.74
978.74,982,950,977.01,2612.43,977.01
977.01,977.01,920.02,960.7,2202.46,960.7
960.7,971.73,940.01,968.21,791.88,968.21
968.21,1010,961.37,998.07,1457.01,998.07
998.07,1034.93,996.07,1020,2297.35,1020
1020,1039.84,1010,1037.99,1655.8,1037.99
1037.99,1150,997.23,1139.52,5422.72,1139.52
1139.52,1156.9,879.01,996.4,8491.62,996.4
996.4,1059.2,868.38,896.37,5800.95,896.37
896.37,909,815.01,899.43,4967.69,899.43
899.43,940,890,911.5,2054.51,911.5
911.5,917.74,878,909.99,1317.51,909.99
909.99,916.69,898.1,911,1201.29,911
911,924.59,765.43,793.99,9743.46,793.99
793.99,838,756,816.02,4110.61,816.02
816.02,839,776.81,835.01,3153.2,835.01
835.01,846.95,811,821.15,1652,821.15
821.15,833,811.93,824.53,1197.24,824.53
824.53,840.6,822.15,832.91,1329.08,832.91
832.91,920,830,909.17,4530.69,909.17
909.17,917,852.11,883.69,3303.69,883.69
883.69,909,880.02,900.9,2401.27,900.9
900.9,907.1,885,896.21,1719,896.21
896.21,928.08,896.08,924.93,2079.01,924.93
924.93,939.91,888,919.68,1982.22,919.68
919.68,929.92,912.62,924.99,1161.72,924.99
924.99,930,886,890.9,3402.04,890.9
890.9,903.33,882.58,895,1392.55,895
895,921.78,894.99,916.53,1065.83,916.53
916.53,925,910,921.45,1551.87,921.45
921.45,923.63,917.01,920.25,724.99,920.25
920.25,923.76,915.7,918.11,601.2,918.11
918.11,925,915,922.73,1230.51,922.73
922.73,974.97,919,973.84,3314.31,973.84
973.84,989,964.99,985.11,2361.7,985.11
985.11,1013.99,975.98,1007,2555.86,1007
1007,1037.52,981.76,1015,3204.23,1015
1015,1046.5,1001.8,1035,1851.51,1035
1035,1036,1005.4,1017.84,1161.56,1017.84
1017.84,1029.91,1013.75,1027.02,796.6,1027.02
1027.02,1055,1023.82,1053.16,1965.14,1053.16
1053.16,1069.91,1025.4,1060.6,2884.59,1060.6
1060.6,1079.91,940.01,983.86,6699.92,983.86
983.86,1010,948.21,1002.99,2840.15,1002.99
1002.99,1018.49,993,1010.2,1292.05,1010.2
1010.2,1013.7,999,1001.1,826.21,1001.1
1001.1,1010,982.01,998.8,1294.66,998.8
998.8,1025,992.09,1014.97,1855.4,1014.97
1014.97,1020,1001.3,1015.75,1211.24,1015.75
1015.75,1047.43,1015.75,1039.87,1918.3,1039.87
1039.87,1063.92,1036,1052.07,2165.2,1052.07
1052.07,1069.79,1051,1058.91,1467.39,1058.91
1058.91,1063,1042.95,1055.61,520.15,1055.61
1055.61,1093.33,1045.47,1088.68,1440.67,1088.68
1088.68,1132.74,1080,1128.46,2575.04,1128.46
1128.46,1140,1102.56,1125.67,2192.87,1125.67
1125.67,1193.43,1122.09,1182,3010.37,1182
1182,1214.97,1056.66,1185,4998.65,1185
1185,1185,1120.4,1146.83,2223.09,1146.83
1146.83,1184.44,1130,1167,1722.75,1167
1167,1196.99,1161.98,1190.21,1837.69,1190.21
1190.21,1208.5,1175.81,1180,2027.03,1180
1180,1230,1177.18,1225,2248.94,1225
1225,1282.39,1212.42,1254,2886.48,1254
1254,1288,1235.28,1277,2729.15,1277
1277,1280.23,1232.5,1261.27,1414.87,1261.27
1261.27,1277.72,1237.78,1267.98,1199.65,1267.98
1267.98,1279.91,1257.38,1275,1003.89,1275
1275,1279.9,1158.45,1224.92,4081.78,1224.92
1224.92,1238.11,1131.34,1143.39,3161.96,1143.39
1143.39,1205.4,1105,1187.19,2289.18,1187.19
1187.19,1310.98,968,1111,8293.93,1111
1111,1191.09,1105,1174.97,3740.32,1174.97
1174.97,1231.94,1138,1224.37,1955,1224.37
1224.37,1241.06,1180,1230,4085.31,1230
1230,1259.72,1218,1243.99,2522.93,1243.99
1243.99,1259,1238.5,1252.92,2407.06,1252.92
1252.92,1255.92,1025,1165.1,6820.64,1165.1
1165.1,1165.1,983.9,1021.16,8377.84,1021.16
1021.16,1080,923.6,954.99,6805.58,954.99
954.99,1040,943.9,1017.94,4297.88,1017.94
1017.94,1040,902,1030,3223.25,1030
1030,1115,1030,1110.37,3491.84,1110.37
1110.37,1113,975.63,1032.01,3833.96,1032.01
1032.01,1052.63,1006.4,1024.03,2442.73,1024.03
1024.03,1033,911.23,921.3,4796.6,921.3
921.3,960,881.89,951.08,4831.51,951.08
951.08,994.57,923.01,961.88,2850.31,961.88
961.88,1044.44,948.32,1039.85,3333.18,1039.85
1039.85,1067.8,1016.13,1043.28,4577.26,1043.28
1043.28,1060.06,1006.9,1043.43,3859.62,1043.43
1043.43,1057.51,1022.79,1040,3219.29,1040
1040,1088.96,1040,1079.78,3655.38,1079.78
1079.78,1108.22,1070,1091.73,2543.25,1091.73
