"open","high","low","close","volume","ema26","cny","ltc","next1"
1020,1039.84,1010,1037.99,1655.8,893.551967,6.9607,0.004418,1139.52
1037.99,1150,997.23,1139.52,5422.72,911.7718213,6.9351,0.004006,996.4
1139.52,1156.9,879.01,996.4,8491.62,918.0405752,6.8887,0.004226,896.37
996.4,1059.2,868.38,896.37,5800.95,916.4353474,6.9185,0.004319,899.43
896.37,909,815.01,899.43,4967.69,915.1756921,6.9185,0.004389,911.5
899.43,940,890,911.5,2054.51,914.9034186,6.9182,0.004389,909.99
911.5,917.74,878,909.99,1317.51,914.5394617,6.9375,0.004819,911
909.99,916.69,898.1,911,1201.29,914.2772793,6.9217,0.005018,793.99
911,924.59,765.43,793.99,9743.46,905.3671105,6.9371,0.004977,816.02
793.99,838,756,816.02,4110.61,898.748806,6.9352,0.004947,835.01
816.02,839,776.81,835.01,3153.2,894.027413,6.9003,0.004758,821.15
835.01,846.95,811,821.15,1652,888.6290861,6.8998,0.004803,824.53
821.15,833,811.93,824.53,1197.24,883.8810056,6.9001,0.004757,832.91
824.53,840.6,822.15,832.91,1329.08,880.1053756,6.90165,0.00466,909.17
832.91,920,830,909.17,4530.69,882.2583107,6.86005,0.004355,883.69
909.17,917,852.11,883.69,3303.69,882.3643618,6.8393,0.004415,900.9
883.69,909,880.02,900.9,2401.27,883.737372,6.8713,0.004304,896.21
900.9,907.1,885,896.21,1719,884.6612704,6.8765,0.00434,924.93
896.21,928.08,896.08,924.93,2079.01,887.6441392,6.8765,0.004238,919.68
924.93,939.91,888,919.68,1982.22,890.017166,6.8765,0.004172,924.99
919.68,929.92,912.62,924.99,1161.72,892.6077463,6.854,0.004148,890.9
924.99,930,886,890.9,3402.04,892.4812465,6.8587,0.004213,895
890.9,903.33,882.58,895,1392.55,892.6678209,6.8836,0.004125,916.53
895,921.78,894.99,916.53,1065.83,894.4353897,6.8794,0.004193,921.45
916.53,925,910,921.45,1551.87,896.4364719,6.8798,0.004215,920.25
921.45,923.63,917.01,920.25,724.99,898.200437,6.8811,0.004183,918.11
920.25,923.76,915.7,918.11,601.2,899.6752194,6.8811,0.004206,922.73
918.11,925,915,922.73,1230.51,901.382981,6.8817,0.00438,973.84
922.73,974.97,919,973.84,3314.31,906.7501675,6.8832,0.00419,985.11
973.84,989,964.99,985.11,2361.7,912.5545996,6.88225,0.004098,1007
985.11,1013.99,975.98,1007,2555.86,919.5505552,6.8803,0.004057,1015
1007,1037.52,981.76,1015,3204.23,926.6208844,6.86925,0.003972,1035
1015,1046.5,1001.8,1035,1851.51,934.6489671,6.87085,0.003875,1017.84
1035,1036,1005.4,1017.84,1161.56,940.8112658,6.87525,0.003903,1027.02
1017.84,1029.91,1013.75,1027.02,796.6,947.197098,6.86435,0.003867,1053.16
1027.02,1055,1023.82,1053.16,1965.14,955.0462018,6.883573,0.003773,1060.6
1053.16,1069.91,1025.4,1060.6,2884.59,962.8650017,6.869475,0.003745,983.86
1060.6,1079.91,940.01,983.86,6699.92,964.4201867,6.872147,0.003822,1002.99
983.86,1010,948.21,1002.99,2840.15,967.2772099,6.883948,0.003821,1010.2
1002.99,1018.49,993,1010.2,1292.05,970.4566759,6.8773,0.003789,1001.1
1010.2,1013.7,999,1001.1,826.21,972.7265517,6.8777,0.00375,998.8
1001.1,1010,982.01,998.8,1294.66,974.6579183,6.88285,0.003786,1014.97
998.8,1025,992.09,1014.97,1855.4,977.6439984,6.869817,0.003783,1015.75
1014.97,1020,1001.3,1015.75,1211.24,980.4666652,6.870328,0.003825,1039.87
1015.75,1047.43,1015.75,1039.87,1918.3,984.8669122,6.854682,0.003732,1052.07
1039.87,1063.92,1036,1052.07,2165.2,989.8449187,6.868473,0.003697,1058.91
1052.07,1069.79,1051,1058.91,1467.39,994.9608507,6.8665,0.003605,1055.61
1058.91,1063,1042.95,1055.61,520.15,999.4533802,6.864162,0.003597,1088.68
1055.61,1093.33,1045.47,1088.68,1440.67,1006.062759,6.880667,0.003491,1128.46
1088.68,1132.74,1080,1128.46,2575.04,1015.129222,6.88605,0.003425,1125.67
1128.46,1140,1102.56,1125.67,2192.87,1023.317428,6.87445,0.003444,1182
1125.67,1193.43,1122.09,1182,3010.37,1035.071692,6.86515,0.003328,1185
1182,1214.97,1056.66,1185,4998.65,1046.177493,6.868309,0.003341,1146.83
1185,1185,1120.4,1146.83,2223.09,1053.633234,6.86755,0.003384,1167
1146.83,1184.44,1130,1167,1722.75,1062.030772,6.8648,0.003296,1190.21
1167,1196.99,1161.98,1190.21,1837.69,1071.52553,6.869255,0.003225,1180
1190.21,1208.5,1175.81,1180,2027.03,1079.560676,6.871125,0.00319,1225
1180,1230,1177.18,1225,2248.94,1090.333959,6.8846,0.003139,1254
1225,1282.39,1212.42,1254,2886.48,1102.45737,6.889269,0.003186,1277
1254,1288,1235.28,1277,2729.15,1115.386453,6.90416,0.003161,1261.27
1277,1280.23,1232.5,1261.27,1414.87,1126.192642,6.8953,0.003151,1267.98
1261.27,1277.72,1237.78,1267.98,1199.65,1136.695409,6.8952,0.003127,1275
1267.98,1279.91,1257.38,1275,1003.89,1146.940194,6.89845,0.003197,1224.92
1275,1279.9,1158.45,1224.92,4081.78,1152.716476,6.90815,0.003226,1143.39
1224.92,1238.11,1131.34,1143.39,3161.96,1152.025626,6.917314,0.003343,1187.19
1143.39,1205.4,1105,1187.19,2289.18,1154.630394,6.912469,0.003278,1111
1187.19,1310.98,968,1111,8293.93,1151.398513,6.9145,0.003402,1174.97
1111,1191.09,1105,1174.97,3740.32,1153.144549,6.90775,0.003233,1224.37
1174.97,1231.94,1138,1224.37,1955,1158.420508,6.90565,0.003173,1230
1224.37,1241.06,1180,1230,4085.31,1163.722693,6.91905,0.003532,1243.99
1230,1259.72,1218,1243.99,2522.93,1169.668419,6.914856,0.003371,1252.92
1243.99,1259,1238.5,1252.92,2407.06,1175.835203,6.90625,0.003426,1165.1
1252.92,1255.92,1025,1165.1,6820.64,1175.040003,6.898631,0.003702,1021.16
1165.1,1165.1,983.9,1021.16,8377.84,1163.641484,6.9067,0.003857,954.99
1021.16,1080,923.6,954.99,6805.58,1148.185819,6.89615,0.004139,1017.94
954.99,1040,943.9,1017.94,4297.88,1138.53798,6.89795,0.003881,1030
1017.94,1040,902,1030,3223.25,1130.49813,6.90875,0.003888,1110.37
1030,1115,1030,1110.37,3491.84,1129.007157,6.8901,0.003604,1032.01
1110.37,1113,975.63,1032.01,3833.96,1121.822183,6.88685,0.003783,1024.03
1032.01,1052.63,1006.4,1024.03,2442.73,1114.578317,6.8861,0.003872,921.3
1024.03,1033,911.23,921.3,4796.6,1100.261405,6.882962,0.004389,951.08
921.3,960,881.89,951.08,4831.51,1089.21093,6.87865,0.004235,961.88
951.08,994.57,923.01,961.88,2850.31,1079.77901,6.8802,0.004237,1039.85
961.88,1044.44,948.32,1039.85,3333.18,1076.821305,6.8762,0.003923,1043.28
1039.85,1067.8,1016.13,1043.28,4577.26,1074.336764,6.88255,0.004042,1043.43
1043.28,1060.06,1006.9,1043.43,3859.62,1072.047374,6.890799,0.004161,1040
1043.43,1057.51,1022.79,1040,3219.29,1069.673495,6.891043,0.007412,1079.78
1040,1088.96,1040,1079.78,3655.38,1070.422125,6.89215,0.006628,1091.73
1079.78,1108.22,1070,1091.73,2543.25,1072.000486,6.8897,0.006927,1107.46
